start_id,end_id,type
11863580,G06,CLASSIFIED_AS
11863597,H04,CLASSIFIED_AS
11863617,H04,CLASSIFIED_AS
11863625,H04,CLASSIFIED_AS
11863641,H04,CLASSIFIED_AS
11863641,G06,CLASSIFIED_AS
11863647,G06,CLASSIFIED_AS
11863647,H04,CLASSIFIED_AS
11863675,G06,CLASSIFIED_AS
11863675,H04,CLASSIFIED_AS
11863682,H04,CLASSIFIED_AS
11863682,G06,CLASSIFIED_AS
11863729,G06,CLASSIFIED_AS
11863729,H04,CLASSIFIED_AS
11863742,H04,CLASSIFIED_AS
11863756,G06,CLASSIFIED_AS
11863756,H04,CLASSIFIED_AS
11863783,H04,CLASSIFIED_AS
11863783,G06,CLASSIFIED_AS
11863789,H04,CLASSIFIED_AS
11863806,H04,CLASSIFIED_AS
11863806,G06,CLASSIFIED_AS
11863809,H04,CLASSIFIED_AS
11863980,H04,CLASSIFIED_AS
11863980,G06,CLASSIFIED_AS
11864002,H04,CLASSIFIED_AS
11864393,G11,CLASSIFIED_AS
11864393,H10,CLASSIFIED_AS
11864494,A01,CLASSIFIED_AS
11864494,G05,CLASSIFIED_AS
11864494,G06,CLASSIFIED_AS
11864494,H04,CLASSIFIED_AS
11864499,A01,CLASSIFIED_AS
11864499,B05,CLASSIFIED_AS
11864499,B64,CLASSIFIED_AS
11864551,G06,CLASSIFIED_AS
11864551,B64,CLASSIFIED_AS
11864551,A01,CLASSIFIED_AS
11864728,A61,CLASSIFIED_AS
11864728,G01,CLASSIFIED_AS
11864728,G06,CLASSIFIED_AS
11864728,G16,CLASSIFIED_AS
11864730,A61,CLASSIFIED_AS
11864730,G06,CLASSIFIED_AS
11864860,H04,CLASSIFIED_AS
11864860,G06,CLASSIFIED_AS
11864860,A61,CLASSIFIED_AS
11864860,G16,CLASSIFIED_AS
11864896,A61,CLASSIFIED_AS
11864896,G09,CLASSIFIED_AS
11864896,G16,CLASSIFIED_AS
11864925,A61,CLASSIFIED_AS
11864925,G06,CLASSIFIED_AS
11864925,G16,CLASSIFIED_AS
11864932,A61,CLASSIFIED_AS
11864939,A61,CLASSIFIED_AS
11864939,G06,CLASSIFIED_AS
11864944,A61,CLASSIFIED_AS
11864944,G06,CLASSIFIED_AS
11864944,G16,CLASSIFIED_AS
11864954,A61,CLASSIFIED_AS
11864971,G06,CLASSIFIED_AS
11864971,G16,CLASSIFIED_AS
11864971,A61,CLASSIFIED_AS
11864971,B33,CLASSIFIED_AS
11865241,A61,CLASSIFIED_AS
11865241,G01,CLASSIFIED_AS
11865258,G16,CLASSIFIED_AS
11865258,A61,CLASSIFIED_AS
11865362,A61,CLASSIFIED_AS
11865362,G16,CLASSIFIED_AS
11865367,A61,CLASSIFIED_AS
11865368,A61,CLASSIFIED_AS
11865368,G06,CLASSIFIED_AS
11865368,G16,CLASSIFIED_AS
11865369,G06,CLASSIFIED_AS
11865369,G16,CLASSIFIED_AS
11865369,A61,CLASSIFIED_AS
11865407,A63,CLASSIFIED_AS
11865407,G16,CLASSIFIED_AS
11865446,A63,CLASSIFIED_AS
11865446,G06,CLASSIFIED_AS
11865446,G07,CLASSIFIED_AS
11865649,B23,CLASSIFIED_AS
11865717,B62,CLASSIFIED_AS
11865717,G05,CLASSIFIED_AS
11865717,B25,CLASSIFIED_AS
11865721,B25,CLASSIFIED_AS
11865721,G05,CLASSIFIED_AS
11865721,G06,CLASSIFIED_AS
11866046,B60,CLASSIFIED_AS
11866046,G08,CLASSIFIED_AS
11866046,G09,CLASSIFIED_AS
11866055,G06,CLASSIFIED_AS
11866055,B60,CLASSIFIED_AS
11866059,B60,CLASSIFIED_AS
11866059,B62,CLASSIFIED_AS
11866059,G01,CLASSIFIED_AS
